status,status_fail,response_time_ms,http_status_code,hour,day,is_weekend,rolling_z_score,rt_percentile,rt_rolling_std,fail_diff,rt_diff,rt_drift,is_monolith,service_median_rt,rt_relative
1,0,523.0,200,3,4,0,-0.6097837363862958,0.7057761732851986,969.1960585970209,0.0,-1962.0,309.9,1,358.0,1.4608938139415137
1,0,369.0,200,3,4,0,-0.7672465772256186,0.523014440433213,969.9619580169111,0.0,-154.0,313.5,1,358.0,1.0307262281920049
1,0,319.0,200,3,4,0,-0.7912512254632047,0.4174187725631769,984.5166326680317,0.0,-50.0,301.1,1,358.0,0.8910614276239825
1,0,407.0,200,3,4,0,-0.44308189891771654,0.5938628158844765,933.4617292637123,0.0,88.0,19.350000000000023,1,358.0,1.1368714766237018
1,0,334.0,200,3,4,0,-0.6916835004688767,0.4575812274368231,81.54017414747162,0.0,-73.0,-408.45000000000005,1,358.0,0.9329608677943892
1,0,375.0,200,3,4,0,0.4070120321182452,0.5333935018050542,34.88839348551318,0.0,41.0,-439.59999999999997,1,358.0,1.0474860042601675
1,0,424.0,200,3,4,0,1.1535521736880205,0.615072202166065,45.25151931151039,0.0,49.0,-428.05,1,358.0,1.1843575088168294
1,0,227.0,403,3,4,0,-1.6092705877639262,0.19043321299638988,78.54489162256192,0.0,-197.0,-420.30000000000007,1,358.0,0.6340781945788214
1,0,574.0,200,3,4,0,1.469752615779841,0.7436823104693141,127.36836341886472,0.0,347.0,-343.3,1,358.0,1.6033519105208964
1,0,430.0,200,3,4,0,0.19257703966624362,0.6240974729241877,124.62543881567677,0.0,-144.0,-316.6,1,358.0,1.201117284884992
1,0,386.0,200,3,4,0,-0.17897870701937474,0.5550541516245487,124.03709122677779,0.0,-44.0,-242.34999999999997,1,358.0,1.0782122603851325
1,0,347.0,200,3,4,0,-0.3625035531859707,0.47924187725631767,126.34357917994882,0.0,-39.0,-191.90000000000003,1,358.0,0.969273715942075
1,0,337.0,200,3,4,0,-0.8083274192896315,0.4620938628158845,96.24811686469506,0.0,-10.0,-158.40000000000003,1,358.0,0.9413407558284705
1,0,388.0,200,3,4,0,0.2802327886275292,0.5586642599277978,37.11199267083347,0.0,51.0,-196.54999999999995,1,358.0,1.0837988524078535
1,0,370.0,200,3,4,0,0.19197681693654653,0.5257220216606499,22.919424076533808,0.0,-18.0,-200.0,1,358.0,1.0335195242033652
1,0,393.0,200,3,4,0,1.0557419266502783,0.5717509025270758,24.627220712049457,0.0,23.0,-195.5,1,358.0,1.0977653324646557
1,0,406.0,200,3,4,0,1.0188619931592826,0.5925090252707581,26.69644171046017,0.0,13.0,-185.34999999999997,1,358.0,1.1340781806123414
1,0,344.0,200,3,4,0,-1.5080709098274683,0.4733754512635379,24.004166305039575,0.0,-62.0,-181.40000000000003,1,358.0,0.9608938279079937
1,0,899.0,200,3,4,0,1.779735726036331,0.8623646209386282,234.07968728618894,0.0,555.0,-34.450000000000045,1,358.0,2.5111731142130416
1,0,386.0,200,3,4,0,-0.4288273866866283,0.5550541516245487,232.26127529142693,0.0,-513.0,73.70000000000005,1,358.0,1.0782122603851325
1,0,453.0,200,3,4,0,-0.19579622013329814,0.6525270758122743,227.7878398861537,0.0,67.0,89.20000000000005,1,358.0,1.2653630931462825
1,0,416.0,200,3,4,0,-0.3685670640708834,0.6064981949458483,226.82438140552705,0.0,-37.0,88.85000000000002,1,358.0,1.162011140725946
1,0,451.0,200,3,4,0,-0.32847381237782125,0.6502707581227437,213.10678074617897,0.0,35.0,103.64999999999998,1,358.0,1.2597765011235615
1,0,413.0,200,3,4,0,-0.38190914149399996,0.601985559566787,28.278967449325304,0.0,-38.0,6.150000000000034,1,358.0,1.1536312526918646
